UID,Province_State,Combined_Key,7/11/20,7/12/20,7/13/20,7/14/20
84048329,Texas,"Midland, Texas, US",19,19,19,21
84048331,Texas,"Milam, Texas, US",1,1,1,1
84048333,Texas,"Mills, Texas, US",0,0,0,0
84048335,Texas,"Mitchell, Texas, US",0,0,0,0
84048337,Texas,"Montague, Texas, US",1,1,1,1
84048339,Texas,"Montgomery, Texas, US",41,41,42,44
84048341,Texas,"Moore, Texas, US",15,15,15,15
84048343,Texas,"Morris, Texas, US",0,0,0,0
84048345,Texas,"Motley, Texas, US",0,0,0,0
84048347,Texas,"Nacogdoches, Texas, US",31,32,33,33
84048349,Texas,"Navarro, Texas, US",7,7,7,7
84048351,Texas,"Newton, Texas, US",0,0,0,0
84048353,Texas,"Nolan, Texas, US",0,0,0,0
84048355,Texas,"Nueces, Texas, US",42,54,58,58
84048357,Texas,"Ochiltree, Texas, US",2,2,2,2
84048359,Texas,"Oldham, Texas, US",1,1,1,1
84048361,Texas,"Orange, Texas, US",5,5,5,5
84048363,Texas,"Palo Pinto, Texas, US",2,2,2,2
84048365,Texas,"Panola, Texas, US",24,24,24,24
84048367,Texas,"Parker, Texas, US",1,1,1,1
84048369,Texas,"Parmer, Texas, US",8,8,8,8
84048371,Texas,"Pecos, Texas, US",1,1,1,1
84048373,Texas,"Polk, Texas, US",0,0,0,0
84048375,Texas,"Potter, Texas, US",39,39,39,39
84048377,Texas,"Presidio, Texas, US",0,0,0,0
84048379,Texas,"Rains, Texas, US",0,0,0,0
84048381,Texas,"Randall, Texas, US",7,7,7,7
84048383,Texas,"Reagan, Texas, US",0,0,0,0
84048385,Texas,"Real, Texas, US",0,0,0,0
84048387,Texas,"Red River, Texas, US",12,12,12,12
84048389,Texas,"Reeves, Texas, US",1,1,1,1
84048391,Texas,"Refugio, Texas, US",0,0,0,0
84048393,Texas,"Roberts, Texas, US",0,0,0,0
84048395,Texas,"Robertson, Texas, US",0,0,0,0
84048397,Texas,"Rockwall, Texas, US",17,17,17,17
84048399,Texas,"Runnels, Texas, US",0,0,0,0
84048401,Texas,"Rusk, Texas, US",3,3,3,3
84048403,Texas,"Sabine, Texas, US",1,1,1,1
84048405,Texas,"San Augustine, Texas, US",9,9,9,12
84048407,Texas,"San Jacinto, Texas, US",0,2,2,2
84048409,Texas,"San Patricio, Texas, US",0,0,0,0
84048411,Texas,"San Saba, Texas, US",0,0,0,0
84048413,Texas,"Schleicher, Texas, US",1,1,1,1
84048415,Texas,"Scurry, Texas, US",1,1,1,1
84048417,Texas,"Shackelford, Texas, US",0,0,0,0
84048419,Texas,"Shelby, Texas, US",14,14,14,14
84048421,Texas,"Sherman, Texas, US",0,0,0,0
84048423,Texas,"Smith, Texas, US",7,7,7,7
84048425,Texas,"Somervell, Texas, US",0,0,0,0
84048427,Texas,"Starr, Texas, US",4,4,4,8
84048429,Texas,"Stephens, Texas, US",0,0,0,0
84048431,Texas,"Sterling, Texas, US",0,0,0,0
84048433,Texas,"Stonewall, Texas, US",0,0,0,0
84048435,Texas,"Sutton, Texas, US",0,0,0,0
84048437,Texas,"Swisher, Texas, US",1,1,1,1
84048439,Texas,"Tarrant, Texas, US",262,268,272,272
84048441,Texas,"Taylor, Texas, US",7,7,7,9
84048443,Texas,"Terrell, Texas, US",0,0,0,0
84048445,Texas,"Terry, Texas, US",0,0,0,0
84048447,Texas,"Throckmorton, Texas, US",0,0,0,0
84048449,Texas,"Titus, Texas, US",6,6,6,6
84048451,Texas,"Tom Green, Texas, US",3,3,7,7
84048453,Texas,"Travis, Texas, US",166,168,169,172
84048455,Texas,"Trinity, Texas, US",0,0,0,0
84048457,Texas,"Tyler, Texas, US",0,0,0,0
84048459,Texas,"Upshur, Texas, US",0,0,0,0
84048461,Texas,"Upton, Texas, US",0,0,0,0
84048463,Texas,"Uvalde, Texas, US",2,2,2,2
84048465,Texas,"Val Verde, Texas, US",3,3,3,3
84048467,Texas,"Van Zandt, Texas, US",3,3,3,3
84048469,Texas,"Victoria, Texas, US",10,10,10,10
84048471,Texas,"Walker, Texas, US",28,28,28,28
84048473,Texas,"Waller, Texas, US",0,0,0,0
84048475,Texas,"Ward, Texas, US",0,0,0,0
84048477,Texas,"Washington, Texas, US",33,33,33,33
84048479,Texas,"Webb, Texas, US",40,43,43,46
84048481,Texas,"Wharton, Texas, US",1,1,1,1
84048483,Texas,"Wheeler, Texas, US",0,0,0,0
84048485,Texas,"Wichita, Texas, US",3,3,3,5
84048487,Texas,"Wilbarger, Texas, US",0,0,0,0
84048489,Texas,"Willacy, Texas, US",3,3,3,3
84048491,Texas,"Williamson, Texas, US",52,54,56,56
84048493,Texas,"Wilson, Texas, US",5,5,5,5
84048495,Texas,"Winkler, Texas, US",0,0,0,0
84048497,Texas,"Wise, Texas, US",5,5,5,5
84048499,Texas,"Wood, Texas, US",5,5,5,5
84048501,Texas,"Yoakum, Texas, US",0,0,0,0
84048503,Texas,"Young, Texas, US",1,1,1,1
84048505,Texas,"Zapata, Texas, US",0,0,0,0
84048507,Texas,"Zavala, Texas, US",0,0,0,0
84049001,Utah,"Beaver, Utah, US",0,0,0,0
84049003,Utah,"Box Elder, Utah, US",0,0,0,0
84049005,Utah,"Cache, Utah, US",0,0,0,0
84049007,Utah,"Carbon, Utah, US",0,0,0,0
84049009,Utah,"Daggett, Utah, US",0,0,0,0
84049011,Utah,"Davis, Utah, US",6,6,6,6
84049013,Utah,"Duchesne, Utah, US",0,0,0,0
84049015,Utah,"Emery, Utah, US",0,0,0,0
84049017,Utah,"Garfield, Utah, US",0,0,0,0
84049019,Utah,"Grand, Utah, US",0,0,0,0
84049021,Utah,"Iron, Utah, US",0,0,0,0
84049023,Utah,"Juab, Utah, US",0,0,0,0
84049025,Utah,"Kane, Utah, US",0,0,0,0
84049027,Utah,"Millard, Utah, US",0,0,0,0
84049029,Utah,"Morgan, Utah, US",0,0,0,0
84049031,Utah,"Piute, Utah, US",0,0,0,0
84049033,Utah,"Rich, Utah, US",0,0,0,0
84049035,Utah,"Salt Lake, Utah, US",130,130,130,130
84049037,Utah,"San Juan, Utah, US",11,11,11,17
84049039,Utah,"Sanpete, Utah, US",0,0,0,0
84049041,Utah,"Sevier, Utah, US",0,0,0,0
84049043,Utah,"Summit, Utah, US",1,1,1,1
84049045,Utah,"Tooele, Utah, US",0,0,0,0
84049047,Utah,"Uintah, Utah, US",0,0,0,0
84049049,Utah,"Utah, Utah, US",27,28,28,29
84049051,Utah,"Wasatch, Utah, US",4,4,4,4
84049053,Utah,"Washington,Utah,US",0,0,0,0
84049055,Utah,"Wayne, Utah, US",0,0,0,0
84049057,Utah,"Weber,Utah,US",0,0,0,0
84050001,Vermont,"Addison, Vermont, US",2,2,2,2
84050003,Vermont,"Bennington, Vermont, US",1,1,1,1
84050005,Vermont,"Caledonia, Vermont, US",0,0,0,0
84050007,Vermont,"Chittenden, Vermont, US",39,39,39,39
84050009,Vermont,"Essex, Vermont, US",0,0,0,0
84050011,Vermont,"Franklin, Vermont, US",6,6,6,6
84050013,Vermont,"Grand Isle, Vermont, US",0,0,0,0
84050015,Vermont,"Lamoille, Vermont, US",1,1,1,1
84050017,Vermont,"Orange, Vermont, US",0,0,0,0
84050019,Vermont,"Orleans, Vermont, US",0,0,0,0
84050021,Vermont,"Rutland, Vermont, US",1,1,1,1
84050023,Vermont,"Washington, Vermont, US",1,1,1,1
84050025,Vermont,"Windham, Vermont, US",3,3,3,3
84050027,Vermont,"Windsor, Vermont, US",2,2,2,2
84051001,Virginia,"Accomack, Virginia, US",14,14,14,14
84051003,Virginia,"Albemarle, Virginia, US",10,10,10,10
84051005,Virginia,"Alleghany, Virginia, US",2,2,2,2
84051007,Virginia,"Amelia, Virginia, US",1,1,1,1
84051009,Virginia,"Amherst, Virginia, US",0,0,0,0
84051011,Virginia,"Appomattox, Virginia, US",0,0,0,0
84051013,Virginia,"Arlington, Virginia, US",134,134,134,134
84051015,Virginia,"Augusta, Virginia, US",2,2,2,2
84051017,Virginia,"Bath, Virginia, US",0,0,0,0
84051019,Virginia,"Bedford, Virginia, US",4,4,4,4
84051021,Virginia,"Bland, Virginia, US",0,0,0,0
84051023,Virginia,"Botetourt, Virginia, US",4,4,4,4
84051025,Virginia,"Brunswick, Virginia, US",1,1,1,1
84051027,Virginia,"Buchanan, Virginia, US",0,0,0,0
84051029,Virginia,"Buckingham, Virginia, US",6,6,6,6
84051031,Virginia,"Campbell, Virginia, US",1,1,1,1
84051033,Virginia,"Caroline, Virginia, US",4,4,4,4
84051035,Virginia,"Carroll, Virginia, US",9,9,9,10
84051036,Virginia,"Charles City, Virginia, US",3,3,3,3
84051037,Virginia,"Charlotte, Virginia, US",0,0,0,0
84051041,Virginia,"Chesterfield, Virginia, US",62,62,62,63
84051043,Virginia,"Clarke, Virginia, US",0,0,0,0
84051045,Virginia,"Craig, Virginia, US",0,0,0,0
84051047,Virginia,"Culpeper, Virginia, US",12,12,12,12
84051049,Virginia,"Cumberland, Virginia, US",0,0,0,0
84051051,Virginia,"Dickenson, Virginia, US",0,0,0,0
84051053,Virginia,"Dinwiddie, Virginia, US",2,2,2,2
84051057,Virginia,"Essex, Virginia, US",0,0,0,0
84051059,Virginia,"Fairfax, Virginia, US",498,500,500,500
84051061,Virginia,"Fauquier, Virginia, US",8,8,8,8
84051063,Virginia,"Floyd, Virginia, US",1,1,1,1
84051065,Virginia,"Fluvanna, Virginia, US",8,8,8,8
84051067,Virginia,"Franklin, Virginia, US",1,1,1,1
84051069,Virginia,"Frederick, Virginia, US",6,6,6,6
84051071,Virginia,"Giles, Virginia, US",0,0,0,0
84051073,Virginia,"Gloucester, Virginia, US",1,1,1,1
84051075,Virginia,"Goochland, Virginia, US",6,6,6,6
84051077,Virginia,"Grayson, Virginia, US",4,4,4,4
84051079,Virginia,"Greene, Virginia, US",2,2,2,2
84051081,Virginia,"Greensville, Virginia, US",9,9,9,9
84051083,Virginia,"Halifax, Virginia, US",1,1,1,1
84051085,Virginia,"Hanover, Virginia, US",31,31,31,31
84051087,Virginia,"Henrico, Virginia, US",173,173,173,173
84051089,Virginia,"Henry, Virginia, US",5,5,5,5
84051091,Virginia,"Highland, Virginia, US",0,0,0,0
84051093,Virginia,"Isle of Wight, Virginia, US",9,9,9,9
84051095,Virginia,"James City, Virginia, US",16,16,16,16
84051097,Virginia,"King and Queen, Virginia, US",1,1,1,1
84051099,Virginia,"King George, Virginia, US",4,4,4,4
84051101,Virginia,"King William, Virginia, US",2,2,2,2
84051103,Virginia,"Lancaster, Virginia, US",0,0,0,0
84051105,Virginia,"Lee, Virginia, US",0,0,0,0
84051107,Virginia,"Loudoun, Virginia, US",99,99,99,99
84051109,Virginia,"Louisa, Virginia, US",2,2,2,2
84051111,Virginia,"Lunenburg, Virginia, US",0,0,0,0
84051113,Virginia,"Madison, Virginia, US",1,1,1,1
84051115,Virginia,"Mathews, Virginia, US",0,0,0,0
84051117,Virginia,"Mecklenburg, Virginia, US",29,29,29,29
84051119,Virginia,"Middlesex, Virginia, US",0,0,0,0
84051121,Virginia,"Montgomery, Virginia, US",3,3,3,3
84051125,Virginia,"Nelson, Virginia, US",0,0,0,0
84051127,Virginia,"New Kent, Virginia, US",1,1,1,1
84051131,Virginia,"Northampton, Virginia, US",28,28,28,28
84051133,Virginia,"Northumberland, Virginia, US",1,1,1,1
84051135,Virginia,"Nottoway, Virginia, US",5,5,5,5
84051137,Virginia,"Orange, Virginia, US",3,3,3,3
84051139,Virginia,"Page, Virginia, US",23,23,23,23
84051141,Virginia,"Patrick, Virginia, US",1,1,1,1
84051143,Virginia,"Pittsylvania, Virginia, US",2,2,2,2
84051145,Virginia,"Powhatan, Virginia, US",2,2,2,3
84051147,Virginia,"Prince Edward, Virginia, US",6,6,6,6
84051149,Virginia,"Prince George, Virginia, US",2,2,2,2
84051153,Virginia,"Prince William, Virginia, US",156,157,157,157
84051155,Virginia,"Pulaski, Virginia, US",2,2,2,2
84051157,Virginia,"Rappahannock, Virginia, US",1,1,1,1
84051159,Virginia,"Richmond, Virginia, US",6,6,6,5
84051161,Virginia,"Roanoke, Virginia, US",6,6,6,6
84051163,Virginia,"Rockbridge, Virginia, US",0,0,0,0
84051165,Virginia,"Rockingham, Virginia, US",12,12,12,15
84051167,Virginia,"Russell, Virginia, US",0,0,0,0
84051169,Virginia,"Scott, Virginia, US",2,2,2,2
84051171,Virginia,"Shenandoah, Virginia, US",35,35,35,35
84051173,Virginia,"Smyth, Virginia, US",1,1,1,1
84051175,Virginia,"Southampton, Virginia, US",10,10,10,11
84051177,Virginia,"Spotsylvania, Virginia, US",31,31,31,32
84051179,Virginia,"Stafford, Virginia, US",6,6,6,6
84051181,Virginia,"Surry, Virginia, US",1,1,1,1
84051183,Virginia,"Sussex, Virginia, US",7,7,7,7
84051185,Virginia,"Tazewell, Virginia, US",0,0,0,0
84051187,Virginia,"Warren, Virginia, US",8,8,8,8
84051191,Virginia,"Washington, Virginia, US",4,4,4,4
84051193,Virginia,"Westmoreland, Virginia, US",2,2,2,2
84051195,Virginia,"Wise, Virginia, US",2,2,2,2
84051197,Virginia,"Wythe, Virginia, US",1,1,1,1
84051199,Virginia,"York, Virginia, US",3,3,3,3
84051510,Virginia,"Alexandria, Virginia, US",57,57,57,57
84051520,Virginia,"Bristol, Virginia, US",0,0,0,0
84051530,Virginia,"Buena Vista, Virginia, US",0,0,0,0
84051540,Virginia,"Charlottesville, Virginia, US",7,7,7,7
84051550,Virginia,"Chesapeake, Virginia, US",22,22,22,23
84051570,Virginia,"Colonial Heights, Virginia, US",20,20,20,20
84051580,Virginia,"Covington, Virginia, US",0,0,0,0
84051590,Virginia,"Danville, Virginia, US",2,2,2,2
84051595,Virginia,"Emporia, Virginia, US",15,15,15,15
84051600,Virginia,"Fairfax City, Virginia, US",7,7,7,7
84051610,Virginia,"Falls Church, Virginia, US",7,7,7,7
84051620,Virginia,"Franklin City, Virginia, US",3,3,3,3
84051630,Virginia,"Fredericksburg, Virginia, US",0,0,0,0
84051640,Virginia,"Galax, Virginia, US",16,16,16,16
84051650,Virginia,"Hampton, Virginia, US",4,4,4,4
84051660,Virginia,"Harrisonburg, Virginia, US",28,28,28,28
84051670,Virginia,"Hopewell, Virginia, US",5,5,5,5
84051678,Virginia,"Lexington, Virginia, US",0,0,0,0
84051680,Virginia,"Lynchburg, Virginia, US",1,1,1,1
84051683,Virginia,"Manassas,Virginia,US",19,19,19,19
84051685,Virginia,"Manassas Park, Virginia, US",6,6,6,6
84051690,Virginia,"Martinsville, Virginia, US",1,1,1,1
84051700,Virginia,"Newport News, Virginia, US",10,10,10,10
84051710,Virginia,"Norfolk, Virginia, US",15,16,16,16
84051720,Virginia,"Norton, Virginia, US",0,0,0,0
84051730,Virginia,"Petersburg, Virginia, US",8,8,8,8
84051735,Virginia,"Poquoson, Virginia, US",0,0,0,0
84051740,Virginia,"Portsmouth, Virginia, US",19,19,19,19
84051750,Virginia,"Radford, Virginia, US",0,0,0,0
84051760,Virginia,"Richmond City, Virginia, US",35,35,35,36
84051770,Virginia,"Roanoke City, Virginia, US",10,10,10,10
84051775,Virginia,"Salem, Virginia, US",3,3,3,3
84051790,Virginia,"Staunton, Virginia, US",0,0,0,0
84051800,Virginia,"Suffolk, Virginia, US",42,42,42,42
84051810,Virginia,"Virginia Beach, Virginia, US",30,30,32,32
84051820,Virginia,"Waynesboro, Virginia, US",0,0,0,0
84051830,Virginia,"Williamsburg, Virginia, US",6,6,6,6
84051840,Virginia,"Winchester, Virginia, US",3,3,3,3
84053001,Washington,"Adams, Washington, US",0,0,0,0
84053003,Washington,"Asotin, Washington, US",2,2,2,2
84053005,Washington,"Benton, Washington, US",92,94,92,93
84053007,Washington,"Chelan, Washington, US",7,7,7,7
84053009,Washington,"Clallam, Washington, US",0,0,0,0
84053011,Washington,"Clark, Washington, US",32,32,33,33
84053013,Washington,"Columbia, Washington, US",0,0,0,0
84053015,Washington,"Cowlitz, Washington, US",0,0,0,0
84053017,Washington,"Douglas, Washington, US",3,3,3,3
84053019,Washington,"Ferry, Washington, US",0,0,0,0
84053021,Washington,"Franklin, Washington, US",36,36,38,39
84053023,Washington,"Garfield, Washington, US",0,0,0,0
84053025,Washington,"Grant, Washington, US",8,8,8,8
84053027,Washington,"Grays Harbor, Washington, US",0,0,0,0
84053029,Washington,"Island, Washington, US",12,12,11,11
84053031,Washington,"Jefferson, Washington, US",0,0,0,0
84053033,Washington,"King, Washington, US",633,637,624,624
84053035,Washington,"Kitsap, Washington, US",2,2,2,2
84053037,Washington,"Kittitas, Washington, US",0,0,0,0
84053039,Washington,"Klickitat, Washington, US",3,3,3,3
84053041,Washington,"Lewis, Washington, US",3,3,3,3
84053043,Washington,"Lincoln, Washington, US",0,0,0,0
84053045,Washington,"Mason, Washington, US",1,1,1,1
84053047,Washington,"Okanogan, Washington, US",2,2,2,2
84053049,Washington,"Pacific, Washington, US",1,1,1,1
84053051,Washington,"Pend Oreille, Washington, US",0,0,0,0
84053053,Washington,"Pierce, Washington, US",111,113,110,108
84053055,Washington,"San Juan, Washington, US",0,0,0,0
84053057,Washington,"Skagit, Washington, US",16,16,16,17
84053059,Washington,"Skamania, Washington, US",0,0,0,0
84053061,Washington,"Snohomish, Washington, US",179,179,176,177
84053063,Washington,"Spokane, Washington, US",43,43,41,41
84053065,Washington,"Stevens, Washington, US",1,1,1,1
84053067,Washington,"Thurston, Washington, US",8,8,5,5
84053069,Washington,"Wahkiakum, Washington, US",0,0,0,0
84053071,Washington,"Walla Walla, Washington, US",3,3,3,3
84053073,Washington,"Whatcom, Washington, US",41,41,36,36
84053075,Washington,"Whitman, Washington, US",0,0,0,0
84053077,Washington,"Yakima, Washington, US",185,190,180,183
84054001,West Virginia,"Barbour, West Virginia, US",1,1,1,1
84054003,West Virginia,"Berkeley, West Virginia, US",10,10,10,10
84054005,West Virginia,"Boone, West Virginia, US",0,0,0,0
84054007,West Virginia,"Braxton, West Virginia, US",0,0,0,0
84054009,West Virginia,"Brooke, West Virginia, US",0,0,0,0
84054011,West Virginia,"Cabell, West Virginia, US",0,0,0,0
84054013,West Virginia,"Calhoun, West Virginia, US",0,0,0,0
84054015,West Virginia,"Clay, West Virginia, US",1,1,1,1
84054017,West Virginia,"Doddridge, West Virginia, US",0,0,0,0
84054019,West Virginia,"Fayette, West Virginia, US",4,4,4,4
84054021,West Virginia,"Gilmer, West Virginia, US",0,0,0,0
84054023,West Virginia,"Grant, West Virginia, US",0,0,0,0
84054025,West Virginia,"Greenbrier, West Virginia, US",3,3,3,3
84054027,West Virginia,"Hampshire, West Virginia, US",1,1,1,1
84054029,West Virginia,"Hancock, West Virginia, US",0,0,0,0
84054031,West Virginia,"Hardy, West Virginia, US",0,0,0,0
84054033,West Virginia,"Harrison, West Virginia, US",1,1,1,1
84054035,West Virginia,"Jackson, West Virginia, US",18,18,18,18
84054037,West Virginia,"Jefferson, West Virginia, US",4,4,4,4
84054039,West Virginia,"Kanawha, West Virginia, US",20,20,20,20
84054041,West Virginia,"Lewis, West Virginia, US",2,2,2,2
84054043,West Virginia,"Lincoln, West Virginia, US",0,0,0,0
84054045,West Virginia,"Logan, West Virginia, US",1,1,1,1
84054047,West Virginia,"McDowell, West Virginia, US",0,0,0,0
84054049,West Virginia,"Marion, West Virginia, US",2,2,2,2
84054051,West Virginia,"Marshall, West Virginia, US",0,0,0,0
84054053,West Virginia,"Mason, West Virginia, US",0,0,0,0
84054055,West Virginia,"Mercer, West Virginia, US",0,0,0,0
84054057,West Virginia,"Mineral, West Virginia, US",3,3,3,3
84054059,West Virginia,"Mingo, West Virginia, US",2,2,2,2
84054061,West Virginia,"Monongalia, West Virginia, US",5,5,5,5
84054063,West Virginia,"Monroe, West Virginia, US",0,0,0,0
84054065,West Virginia,"Morgan, West Virginia, US",0,0,0,0
84054067,West Virginia,"Nicholas, West Virginia, US",1,1,1,1
84054069,West Virginia,"Ohio, West Virginia, US",2,2,3,3
84054071,West Virginia,"Pendleton, West Virginia, US",1,1,1,1
84054073,West Virginia,"Pleasants, West Virginia, US",0,0,0,0
84054075,West Virginia,"Pocahontas, West Virginia, US",0,0,0,0
84054077,West Virginia,"Preston, West Virginia, US",2,2,2,2
84054079,West Virginia,"Putnam, West Virginia, US",0,0,0,0
84054081,West Virginia,"Raleigh, West Virginia, US",0,0,0,0
84054083,West Virginia,"Randolph, West Virginia, US",0,0,0,0
84054085,West Virginia,"Ritchie, West Virginia, US",0,0,0,0
84054087,West Virginia,"Roane, West Virginia, US",1,1,1,1
84054089,West Virginia,"Summers, West Virginia, US",0,0,0,0
84054091,West Virginia,"Taylor, West Virginia, US",0,0,0,0
84054093,West Virginia,"Tucker, West Virginia, US",0,0,0,0
84054095,West Virginia,"Tyler, West Virginia, US",0,0,0,0
84054097,West Virginia,"Upshur, West Virginia, US",0,0,0,0
84054099,West Virginia,"Wayne, West Virginia, US",9,9,9,9
84054101,West Virginia,"Webster, West Virginia, US",0,0,0,0
84054103,West Virginia,"Wetzel, West Virginia, US",0,0,0,0
84054105,West Virginia,"Wirt, West Virginia, US",0,0,0,0
84054107,West Virginia,"Wood, West Virginia, US",2,2,2,2
84054109,West Virginia,"Wyoming, West Virginia, US",0,0,0,0
84055001,Wisconsin,"Adams, Wisconsin, US",2,2,2,2
84055003,Wisconsin,"Ashland, Wisconsin, US",0,0,0,0
84055005,Wisconsin,"Barron, Wisconsin, US",1,1,1,1
84055007,Wisconsin,"Bayfield, Wisconsin, US",1,1,1,1
84055009,Wisconsin,"Brown, Wisconsin, US",44,44,44,44
84055011,Wisconsin,"Buffalo, Wisconsin, US",2,2,2,2
84055013,Wisconsin,"Burnett, Wisconsin, US",1,1,1,1
84055015,Wisconsin,"Calumet, Wisconsin, US",2,2,2,2
84055017,Wisconsin,"Chippewa, Wisconsin, US",0,0,0,0
84055019,Wisconsin,"Clark, Wisconsin, US",7,7,7,7
84055021,Wisconsin,"Columbia, Wisconsin, US",1,1,1,1
84055023,Wisconsin,"Crawford, Wisconsin, US",0,0,0,0
84055025,Wisconsin,"Dane, Wisconsin, US",33,33,33,33
84055027,Wisconsin,"Dodge, Wisconsin, US",5,5,5,5
84055029,Wisconsin,"Door, Wisconsin, US",3,3,3,3
84055031,Wisconsin,"Douglas, Wisconsin, US",0,0,0,0
84055033,Wisconsin,"Dunn, Wisconsin, US",0,0,0,0
84055035,Wisconsin,"Eau Claire, Wisconsin, US",1,1,1,1
84055037,Wisconsin,"Florence, Wisconsin, US",0,0,0,0
84055039,Wisconsin,"Fond du Lac, Wisconsin, US",6,6,6,6
84055041,Wisconsin,"Forest, Wisconsin, US",3,3,3,3
84055043,Wisconsin,"Grant, Wisconsin, US",13,13,13,13
84055045,Wisconsin,"Green, Wisconsin, US",1,1,1,1
84055047,Wisconsin,"Green Lake, Wisconsin, US",0,0,0,0
84055049,Wisconsin,"Iowa, Wisconsin, US",0,0,0,0
84055051,Wisconsin,"Iron, Wisconsin, US",2,1,1,1
84055053,Wisconsin,"Jackson, Wisconsin, US",1,1,1,1
84055055,Wisconsin,"Jefferson, Wisconsin, US",4,4,4,4
84055057,Wisconsin,"Juneau, Wisconsin, US",1,1,1,1
84055059,Wisconsin,"Kenosha, Wisconsin, US",46,46,46,47
84055061,Wisconsin,"Kewaunee, Wisconsin, US",1,1,1,1
84055063,Wisconsin,"La Crosse, Wisconsin, US",0,0,0,0
84055065,Wisconsin,"Lafayette, Wisconsin, US",0,0,0,0
84055067,Wisconsin,"Langlade, Wisconsin, US",1,1,1,1
84055069,Wisconsin,"Lincoln, Wisconsin, US",0,0,0,0
84055071,Wisconsin,"Manitowoc, Wisconsin, US",1,1,1,1
84055073,Wisconsin,"Marathon, Wisconsin, US",1,1,1,1
84055075,Wisconsin,"Marinette, Wisconsin, US",3,3,3,3
84055077,Wisconsin,"Marquette, Wisconsin, US",1,1,1,1
84055078,Wisconsin,"Menominee, Wisconsin, US",0,0,0,0
84055079,Wisconsin,"Milwaukee, Wisconsin, US",398,398,398,402
84055081,Wisconsin,"Monroe, Wisconsin, US",1,1,1,1
84055083,Wisconsin,"Oconto, Wisconsin, US",0,0,0,0
84055085,Wisconsin,"Oneida, Wisconsin, US",0,0,0,0
84055087,Wisconsin,"Outagamie, Wisconsin, US",9,9,9,9
84055089,Wisconsin,"Ozaukee, Wisconsin, US",16,16,16,16
84055091,Wisconsin,"Pepin, Wisconsin, US",0,0,0,0
84055093,Wisconsin,"Pierce, Wisconsin, US",0,0,0,0
84055095,Wisconsin,"Polk, Wisconsin, US",2,2,2,2
84055097,Wisconsin,"Portage, Wisconsin, US",0,0,0,0
84055099,Wisconsin,"Price, Wisconsin, US",0,0,0,0
84055101,Wisconsin,"Racine, Wisconsin, US",65,65,65,65
84055103,Wisconsin,"Richland, Wisconsin, US",4,4,4,4
84055105,Wisconsin,"Rock, Wisconsin, US",24,24,24,24
84055107,Wisconsin,"Rusk, Wisconsin, US",1,1,1,1
84055109,Wisconsin,"St. Croix, Wisconsin, US",2,2,2,2
84055111,Wisconsin,"Sauk, Wisconsin, US",3,3,3,3
84055113,Wisconsin,"Sawyer, Wisconsin, US",0,0,0,0
84055115,Wisconsin,"Shawano, Wisconsin, US",0,0,0,0
84055117,Wisconsin,"Sheboygan, Wisconsin, US",4,4,4,4
84055119,Wisconsin,"Taylor, Wisconsin, US",0,0,0,0
84055121,Wisconsin,"Trempealeau, Wisconsin, US",0,0,0,0
84055123,Wisconsin,"Vernon, Wisconsin, US",0,0,0,0
84055125,Wisconsin,"Vilas, Wisconsin, US",0,0,0,0
84055127,Wisconsin,"Walworth, Wisconsin, US",18,18,18,18
84055129,Wisconsin,"Washburn, Wisconsin, US",0,0,0,0
84055131,Wisconsin,"Washington, Wisconsin, US",19,19,19,19
84055133,Wisconsin,"Waukesha, Wisconsin, US",40,40,40,40
84055135,Wisconsin,"Waupaca, Wisconsin, US",13,13,13,13
84055137,Wisconsin,"Waushara, Wisconsin, US",0,0,0,0
84055139,Wisconsin,"Winnebago, Wisconsin, US",13,13,13,14
84055141,Wisconsin,"Wood, Wisconsin, US",1,1,1,1
84056001,Wyoming,"Albany, Wyoming, US",0,0,0,0
84056003,Wyoming,"Big Horn, Wyoming, US",0,0,0,0
84056005,Wyoming,"Campbell, Wyoming, US",0,0,0,0
84056007,Wyoming,"Carbon, Wyoming, US",0,0,0,0
84056009,Wyoming,"Converse, Wyoming, US",0,0,0,0
84056011,Wyoming,"Crook, Wyoming, US",0,0,0,0
84056013,Wyoming,"Fremont, Wyoming, US",0,0,0,0
84056015,Wyoming,"Goshen, Wyoming, US",0,0,0,0
84056017,Wyoming,"Hot Springs, Wyoming, US",0,0,0,0
84056019,Wyoming,"Johnson, Wyoming, US",1,1,1,1
84056021,Wyoming,"Laramie, Wyoming, US",0,0,0,0
84056023,Wyoming,"Lincoln, Wyoming, US",0,0,0,0
84056025,Wyoming,"Natrona, Wyoming, US",0,0,0,0
84056027,Wyoming,"Niobrara, Wyoming, US",0,0,0,0
84056029,Wyoming,"Park, Wyoming, US",0,0,0,0
84056031,Wyoming,"Platte, Wyoming, US",0,0,0,0
84056033,Wyoming,"Sheridan, Wyoming, US",0,0,0,0
84056035,Wyoming,"Sublette, Wyoming, US",0,0,0,0
84056037,Wyoming,"Sweetwater, Wyoming, US",0,0,0,0
84056039,Wyoming,"Teton, Wyoming, US",0,0,0,0
84056041,Wyoming,"Uinta, Wyoming, US",0,0,0,0
84056043,Wyoming,"Washakie, Wyoming, US",0,0,0,0
84056045,Wyoming,"Weston, Wyoming, US",0,0,0,0
84070002,Massachusetts,"Dukes and Nantucket,Massachusetts,US",1,1,1,1
84070003,Missouri,"Kansas City,Missouri,US",34,34,34,36
